0.020000	11639.667141	
0.040000	10292.082599	
0.060000	11996.818322	
0.080000	11801.202380	
0.100000	11047.083018	
0.120000	9941.182838	
0.140000	12469.184647	
0.160000	11749.639752	
0.180000	12521.561887	
0.200000	10799.437424	
0.220000	12250.278054	
0.240000	11998.961779	
0.260000	12334.974633	
0.280000	11748.822489	
0.300000	11533.496636	
0.320000	11650.567186	
0.340000	10505.951816	
0.360000	11906.078116	
0.380000	10706.762250	
0.400000	11469.313644	
0.420000	12261.502189	
0.440000	11949.591326	
0.460000	11684.599720	
0.480000	11254.293504	
0.500000	11019.077043	
0.520000	11660.321693	
0.540000	10689.432294	
0.560000	11619.454963	
0.580000	11509.036663	
0.600000	11235.252802	
0.620000	10966.519996	
0.640000	11355.652416	
0.660000	10990.753206	
0.680000	10646.294395	
0.700000	10464.177226	
0.720000	11666.180143	
0.740000	11387.100619	
0.760000	12471.939730	
0.780000	11219.420397	
0.800000	12297.869146	
0.820000	12590.731969	
0.840000	11961.876952	
0.860000	11816.323123	
0.880000	10514.812398	
0.900000	12223.545025	
0.920000	11483.289216	
0.940000	13326.529017	
0.960000	10801.660163	
0.980000	12060.838985	
1.000000	10142.319128	
